datetime,C_02.5cm,C_10cm,C_20cm,C_35cm,river_ft
10/24/2024 18:14,15.193,14.68,15.039,15.777,7.09
10/24/2024 18:29,15.319,14.743,15.039,15.777,7.08
10/24/2024 18:44,15.444,14.805,15.101,15.777,7.08
10/24/2024 18:59,15.632,14.868,15.101,15.777,7.08
10/24/2024 19:14,15.757,14.993,15.101,15.777,7.08
10/24/2024 19:29,15.945,15.056,15.164,15.777,7.09
10/24/2024 19:44,16.008,15.181,15.164,15.714,7.08
10/24/2024 19:59,16.008,15.244,15.227,15.714,7.08
10/24/2024 20:14,16.07,15.306,15.227,15.714,7.07
10/24/2024 20:29,16.07,15.369,15.29,15.714,7.07
10/24/2024 20:44,16.133,15.431,15.29,15.714,7.07
10/24/2024 20:59,16.133,15.494,15.352,15.714,7.07
10/24/2024 21:14,16.133,15.557,15.352,15.714,7.07
10/24/2024 21:29,16.133,15.619,15.415,15.714,7.07
10/24/2024 21:44,16.07,15.619,15.415,15.714,7.06
10/24/2024 21:59,16.008,15.619,15.478,15.714,7.07
10/24/2024 22:14,15.882,15.682,15.478,15.714,7.07
10/24/2024 22:29,15.82,15.682,15.478,15.714,7.07
10/24/2024 22:44,15.632,15.619,15.54,15.714,7.06
10/24/2024 22:59,15.381,15.619,15.54,15.714,7.06
10/24/2024 23:14,15.256,15.557,15.603,15.714,7.06
10/24/2024 23:29,15.068,15.557,15.603,15.714,7.07
10/24/2024 23:44,14.88,15.494,15.603,15.777,7.07
10/24/2024 23:59,14.755,15.431,15.603,15.777,7.06
10/25/2024 0:14,14.63,15.369,15.603,15.777,7.06
10/25/2024 0:29,14.567,15.306,15.603,15.777,7.06
10/25/2024 0:44,14.442,15.244,15.603,15.777,7.06
10/25/2024 0:59,14.379,15.181,15.603,15.777,7.07
10/25/2024 1:14,14.316,15.118,15.603,15.777,7.07
10/25/2024 1:29,14.191,15.056,15.603,15.777,7.07
10/25/2024 1:44,14.128,15.056,15.603,15.777,7.07
10/25/2024 1:59,14.066,14.993,15.54,15.839,7.07
10/25/2024 2:14,14.003,14.931,15.54,15.777,7.07
10/25/2024 2:29,13.94,14.868,15.54,15.839,7.07
10/25/2024 2:44,13.878,14.868,15.54,15.839,7.07
10/25/2024 2:59,13.815,14.805,15.478,15.839,7.07
10/25/2024 3:14,13.815,14.743,15.478,15.839,7.07
10/25/2024 3:29,13.753,14.743,15.478,15.839,7.08
10/25/2024 3:44,13.69,14.68,15.415,15.839,7.07
10/25/2024 3:59,13.69,14.68,15.415,15.839,7.07
10/25/2024 4:14,13.627,14.617,15.415,15.839,7.08
10/25/2024 4:29,13.627,14.555,15.415,15.839,7.08
10/25/2024 4:44,13.565,14.555,15.352,15.839,7.08
10/25/2024 4:59,13.502,14.492,15.352,15.839,7.08
10/25/2024 5:14,13.502,14.492,15.352,15.777,7.08
10/25/2024 5:29,13.502,14.43,15.29,15.777,7.08
10/25/2024 5:44,13.439,14.43,15.29,15.777,7.08
10/25/2024 5:59,13.439,14.43,15.29,15.777,7.08
10/25/2024 6:14,13.377,14.367,15.29,15.777,7.08
10/25/2024 6:29,13.377,14.367,15.227,15.777,7.08
10/25/2024 6:44,13.314,14.304,15.227,15.777,7.08
10/25/2024 6:59,13.314,14.304,15.227,15.777,7.09
10/25/2024 7:14,13.251,14.304,15.164,15.777,7.09
10/25/2024 7:29,13.251,14.242,15.164,15.777,7.08
10/25/2024 7:44,13.251,14.242,15.164,15.777,7.08
10/25/2024 7:59,13.189,14.179,15.101,15.777,7.09
10/25/2024 8:14,13.189,14.179,15.101,15.777,7.09
10/25/2024 8:29,13.189,14.179,15.101,15.777,7.09
10/25/2024 8:44,13.126,14.116,15.101,15.777,7.09
10/25/2024 8:59,13.126,14.116,15.101,15.714,7.09
10/25/2024 9:14,13.126,14.116,15.039,15.714,7.09
10/25/2024 9:29,13.126,14.054,15.039,15.714,7.09
10/25/2024 9:44,13.063,14.054,15.039,15.714,7.09
10/25/2024 9:59,13.063,14.054,15.039,15.714,7.09
10/25/2024 10:14,13.001,13.991,14.976,15.714,7.09
10/25/2024 10:29,13.001,13.991,14.976,15.714,7.09
10/25/2024 10:44,13.001,13.991,14.976,15.714,7.1
10/25/2024 10:59,12.938,13.928,14.976,15.652,7.1
10/25/2024 11:14,12.938,13.928,14.913,15.652,7.1
10/25/2024 11:29,12.875,13.928,14.913,15.652,7.1
10/25/2024 11:44,12.875,13.866,14.913,15.652,7.1
10/25/2024 11:59,12.813,13.866,14.913,15.652,7.1
10/25/2024 12:14,12.813,13.866,14.913,15.652,7.1
10/25/2024 12:29,12.75,13.803,14.851,15.652,7.1
10/25/2024 12:44,12.75,13.803,14.851,15.652,7.11
10/25/2024 12:59,12.687,13.803,14.851,15.652,7.11
10/25/2024 13:14,12.687,13.741,14.851,15.589,7.11
10/25/2024 13:29,12.625,13.741,14.788,15.589,7.11
10/25/2024 13:44,12.625,13.741,14.788,15.589,7.11
10/25/2024 13:59,12.562,13.678,14.788,15.589,7.11
10/25/2024 14:14,12.562,13.678,14.788,15.589,7.11
10/25/2024 14:29,12.562,13.615,14.788,15.589,7.11
10/25/2024 14:44,12.562,13.615,14.725,15.589,7.11
10/25/2024 14:59,12.625,13.615,14.725,15.589,7.11
10/25/2024 15:14,12.75,13.615,14.725,15.526,7.11
10/25/2024 15:29,12.813,13.615,14.725,15.526,7.11
10/25/2024 15:44,12.938,13.615,14.662,15.526,7.11
10/25/2024 15:59,13.063,13.678,14.662,15.526,7.11
10/25/2024 16:14,13.251,13.678,14.662,15.526,7.12
10/25/2024 16:29,13.377,13.741,14.662,15.526,7.12
10/25/2024 16:44,13.565,13.803,14.662,15.526,7.11
10/25/2024 16:59,13.753,13.866,14.662,15.526,7.12
10/25/2024 17:14,13.94,13.928,14.662,15.526,7.12
10/25/2024 17:29,14.128,13.991,14.662,15.526,7.12
10/25/2024 17:44,14.316,14.054,14.662,15.464,7.12
10/25/2024 17:59,14.442,14.179,14.662,15.464,7.12
10/25/2024 18:14,14.63,14.242,14.725,15.464,7.12
10/25/2024 18:29,14.755,14.304,14.725,15.464,7.12
10/25/2024 18:44,14.943,14.43,14.725,15.464,7.12
10/25/2024 18:59,15.131,14.492,14.788,15.464,7.12
10/25/2024 19:14,15.256,14.617,14.788,15.464,7.12
10/25/2024 19:29,15.381,14.68,14.851,15.464,7.12
10/25/2024 19:44,15.444,14.805,14.851,15.464,7.12
10/25/2024 19:59,15.569,14.868,14.913,15.464,7.12
10/25/2024 20:14,15.632,14.931,14.913,15.464,7.12
10/25/2024 20:29,15.757,14.993,14.976,15.464,7.12
10/25/2024 20:44,15.82,15.118,14.976,15.464,7.12
10/25/2024 20:59,15.882,15.181,15.039,15.464,7.12
10/25/2024 21:14,15.882,15.244,15.039,15.464,7.11
10/25/2024 21:29,15.945,15.306,15.101,15.464,7.11
10/25/2024 21:44,15.882,15.306,15.101,15.464,7.11
10/25/2024 21:59,15.882,15.369,15.164,15.464,7.11
10/25/2024 22:14,15.82,15.369,15.227,15.464,7.11
10/25/2024 22:29,15.694,15.431,15.227,15.526,7.11
10/25/2024 22:44,15.569,15.431,15.227,15.526,7.11
10/25/2024 22:59,15.319,15.431,15.29,15.526,7.11
10/25/2024 23:14,15.131,15.369,15.29,15.526,7.11
10/25/2024 23:29,15.006,15.369,15.352,15.526,7.1
10/25/2024 23:44,14.818,15.306,15.352,15.526,7.1
10/25/2024 23:59,14.692,15.244,15.352,15.526,7.1
10/26/2024 0:14,14.567,15.181,15.352,15.589,7.1
10/26/2024 0:29,14.442,15.118,15.352,15.589,7.1
10/26/2024 0:44,14.316,15.056,15.352,15.589,7.09
10/26/2024 0:59,14.254,15.056,15.415,15.589,7.09
10/26/2024 1:14,14.128,14.993,15.415,15.589,7.09
10/26/2024 1:29,14.066,14.931,15.352,15.589,7.09
10/26/2024 1:44,14.003,14.868,15.352,15.652,7.08
10/26/2024 1:59,13.94,14.805,15.352,15.652,7.08
10/26/2024 2:14,13.878,14.743,15.352,15.652,7.08
10/26/2024 2:29,13.753,14.743,15.352,15.652,7.07
10/26/2024 2:44,13.69,14.68,15.352,15.652,7.07
10/26/2024 2:59,13.69,14.617,15.352,15.652,7.07
10/26/2024 3:14,13.627,14.617,15.29,15.652,7.07
10/26/2024 3:29,13.565,14.555,15.29,15.652,7.06
10/26/2024 3:44,13.502,14.492,15.29,15.652,7.06
10/26/2024 3:59,13.439,14.492,15.29,15.652,7.06
10/26/2024 4:14,13.439,14.43,15.227,15.652,7.05
10/26/2024 4:29,13.377,14.43,15.227,15.714,7.05
10/26/2024 4:44,13.314,14.367,15.227,15.714,7.05
10/26/2024 4:59,13.314,14.367,15.227,15.652,7.04
10/26/2024 5:14,13.251,14.304,15.164,15.714,7.04
10/26/2024 5:29,13.189,14.242,15.164,15.714,7.03
10/26/2024 5:44,13.189,14.242,15.164,15.652,7.03
10/26/2024 5:59,13.126,14.242,15.164,15.652,7.03
10/26/2024 6:14,13.126,14.179,15.101,15.714,7.03
10/26/2024 6:29,13.063,14.179,15.101,15.652,7.02
10/26/2024 6:44,13.001,14.116,15.101,15.652,7.02
10/26/2024 6:59,13.001,14.116,15.101,15.652,7.01
10/26/2024 7:14,12.938,14.054,15.039,15.652,7.01
10/26/2024 7:29,12.938,14.054,15.039,15.652,7.01
10/26/2024 7:44,12.875,13.991,15.039,15.652,7
10/26/2024 7:59,12.875,13.991,15.039,15.652,7
10/26/2024 8:14,12.875,13.991,14.976,15.652,7
10/26/2024 8:29,12.813,13.928,14.976,15.652,7
10/26/2024 8:44,12.813,13.928,14.976,15.652,7
10/26/2024 8:59,12.813,13.928,14.976,15.652,6.99
10/26/2024 9:14,12.75,13.866,14.913,15.652,6.99
10/26/2024 9:29,12.75,13.866,14.913,15.652,6.99
10/26/2024 9:44,12.687,13.866,14.913,15.652,6.98
10/26/2024 9:59,12.687,13.803,14.913,15.652,6.99
10/26/2024 10:14,12.687,13.803,14.913,15.652,6.98
10/26/2024 10:29,12.687,13.803,14.851,15.652,6.98
10/26/2024 10:44,12.687,13.741,14.851,15.589,6.98
10/26/2024 10:59,12.625,13.741,14.851,15.589,6.98
10/26/2024 11:14,12.625,13.741,14.851,15.589,6.98
10/26/2024 11:29,12.625,13.678,14.788,15.589,6.97
10/26/2024 11:44,12.625,13.678,14.788,15.589,6.97
10/26/2024 11:59,12.625,13.678,14.788,15.589,6.97
10/26/2024 12:14,12.625,13.678,14.788,15.589,6.97
10/26/2024 12:29,12.562,13.615,14.788,15.589,6.97
10/26/2024 12:44,12.562,13.615,14.725,15.589,6.97
10/26/2024 12:59,12.562,13.615,14.725,15.589,6.97
10/26/2024 13:14,12.562,13.615,14.725,15.589,6.97
10/26/2024 13:29,12.562,13.615,14.725,15.526,6.97
10/26/2024 13:44,12.499,13.615,14.725,15.526,6.97
10/26/2024 13:59,12.499,13.553,14.662,15.526,6.97
10/26/2024 14:14,12.499,13.553,14.662,15.526,6.97
10/26/2024 14:29,12.437,13.553,14.662,15.526,6.97
10/26/2024 14:44,12.437,13.553,14.662,15.526,6.97
10/26/2024 14:59,12.499,13.49,14.662,15.526,6.97
10/26/2024 15:14,12.562,13.49,14.662,15.526,6.97
10/26/2024 15:29,12.687,13.49,14.6,15.526,6.97
10/26/2024 15:44,12.813,13.49,14.6,15.526,6.97
10/26/2024 15:59,12.938,13.553,14.6,15.464,6.97
10/26/2024 16:14,13.126,13.553,14.6,15.464,6.97
10/26/2024 16:29,13.314,13.615,14.6,15.464,6.97
10/26/2024 16:44,13.502,13.678,14.6,15.464,6.97
10/26/2024 16:59,13.69,13.741,14.6,15.464,6.97
10/26/2024 17:14,13.815,13.803,14.6,15.464,6.97
10/26/2024 17:29,14.003,13.866,14.6,15.464,6.97
10/26/2024 17:44,14.191,13.991,14.6,15.464,6.97
10/26/2024 17:59,14.442,14.054,14.6,15.464,6.97
10/26/2024 18:14,14.63,14.179,14.6,15.401,6.97
10/26/2024 18:29,14.755,14.242,14.662,15.401,6.97
10/26/2024 18:44,14.943,14.367,14.662,15.401,6.97
10/26/2024 18:59,15.068,14.43,14.725,15.401,6.97
10/26/2024 19:14,15.193,14.492,14.725,15.401,6.97
10/26/2024 19:29,15.319,14.617,14.725,15.401,6.97
10/26/2024 19:44,15.507,14.68,14.788,15.401,6.97
10/26/2024 19:59,15.569,14.805,14.788,15.401,6.97
10/26/2024 20:14,15.569,14.868,14.851,15.401,6.97
10/26/2024 20:29,15.632,14.931,14.913,15.401,6.97
10/26/2024 20:44,15.694,14.993,14.913,15.401,6.98
10/26/2024 20:59,15.757,15.056,14.976,15.401,6.98
10/26/2024 21:14,15.757,15.118,14.976,15.401,6.99
10/26/2024 21:29,15.757,15.181,15.039,15.401,6.98
10/26/2024 21:44,15.694,15.244,15.039,15.401,6.99
10/26/2024 21:59,15.694,15.244,15.101,15.401,6.99
10/26/2024 22:14,15.632,15.306,15.101,15.401,6.99
10/26/2024 22:29,15.569,15.306,15.164,15.401,6.99
10/26/2024 22:44,15.381,15.306,15.164,15.464,6.99
10/26/2024 22:59,15.193,15.306,15.227,15.464,6.99
10/26/2024 23:14,15.006,15.244,15.227,15.464,6.99
10/26/2024 23:29,14.818,15.244,15.227,15.464,6.99
10/26/2024 23:44,14.692,15.181,15.29,15.464,6.99
10/26/2024 23:59,14.63,15.118,15.29,15.464,7
10/27/2024 0:14,14.504,15.056,15.29,15.464,7
10/27/2024 0:29,14.379,14.993,15.29,15.526,7
10/27/2024 0:44,14.254,14.993,15.29,15.526,7
10/27/2024 0:59,14.128,14.931,15.29,15.526,7
10/27/2024 1:14,14.066,14.868,15.29,15.526,7
10/27/2024 1:29,14.003,14.805,15.29,15.526,7.01
10/27/2024 1:44,13.94,14.743,15.29,15.526,7.01
10/27/2024 1:59,13.878,14.743,15.29,15.589,7.01
10/27/2024 2:14,13.815,14.68,15.29,15.589,7.01
10/27/2024 2:29,13.753,14.617,15.29,15.589,7.01
10/27/2024 2:44,13.69,14.555,15.227,15.589,7.01
10/27/2024 2:59,13.627,14.555,15.227,15.589,7.01
10/27/2024 3:14,13.565,14.492,15.227,15.589,7.01
10/27/2024 3:29,13.565,14.43,15.227,15.589,7.01
10/27/2024 3:44,13.502,14.43,15.164,15.589,7.01
10/27/2024 3:59,13.439,14.367,15.164,15.589,7.01
10/27/2024 4:14,13.439,14.367,15.164,15.589,7.01
10/27/2024 4:29,13.377,14.304,15.164,15.589,7.01
10/27/2024 4:44,13.314,14.304,15.101,15.589,7.01
10/27/2024 4:59,13.251,14.242,15.101,15.589,7.01
10/27/2024 5:14,13.251,14.242,15.101,15.589,7.01
10/27/2024 5:29,13.189,14.179,15.101,15.589,7.01
10/27/2024 5:44,13.189,14.179,15.039,15.589,7.01
10/27/2024 5:59,13.126,14.116,15.039,15.589,7.01
10/27/2024 6:14,13.126,14.116,15.039,15.589,7.01
10/27/2024 6:29,13.063,14.054,15.039,15.589,7
10/27/2024 6:44,13.001,14.054,14.976,15.589,7
10/27/2024 6:59,13.001,14.054,14.976,15.589,7
10/27/2024 7:14,13.001,13.991,14.976,15.589,7
10/27/2024 7:29,12.938,13.991,14.976,15.589,7
10/27/2024 7:44,12.938,13.928,14.976,15.589,7
10/27/2024 7:59,12.875,13.928,14.913,15.589,7
10/27/2024 8:14,12.875,13.866,14.913,15.589,7
10/27/2024 8:29,12.813,13.866,14.913,15.589,7
10/27/2024 8:44,12.813,13.866,14.851,15.589,7
10/27/2024 8:59,12.813,13.803,14.851,15.526,7
10/27/2024 9:14,12.75,13.803,14.851,15.526,7
10/27/2024 9:29,12.75,13.803,14.851,15.526,6.99
10/27/2024 9:44,12.75,13.741,14.851,15.526,6.99
10/27/2024 9:59,12.75,13.741,14.788,15.526,6.99
10/27/2024 10:14,12.75,13.741,14.788,15.526,6.99
10/27/2024 10:29,12.687,13.678,14.788,15.526,6.99
10/27/2024 10:44,12.687,13.678,14.725,15.526,6.99
10/27/2024 10:59,12.687,13.678,14.725,15.526,6.99
10/27/2024 11:14,12.625,13.615,14.725,15.526,6.99
10/27/2024 11:29,12.625,13.615,14.725,15.526,6.98
10/27/2024 11:44,12.625,13.615,14.725,15.526,6.99
10/27/2024 11:59,12.562,13.615,14.662,15.464,6.98
10/27/2024 12:14,12.499,13.553,14.662,15.464,6.99
10/27/2024 12:29,12.499,13.553,14.662,15.464,6.98
10/27/2024 12:44,12.437,13.49,14.662,15.464,6.98
10/27/2024 12:59,12.437,13.49,14.662,15.464,6.98
10/27/2024 13:14,12.437,13.49,14.6,15.464,6.99
10/27/2024 13:29,12.374,13.49,14.6,15.464,6.99
10/27/2024 13:44,12.374,13.427,14.6,15.464,6.99
10/27/2024 13:59,12.311,13.427,14.6,15.464,6.98
10/27/2024 14:14,12.311,13.365,14.537,15.401,6.98
10/27/2024 14:29,12.311,13.365,14.537,15.401,6.99
10/27/2024 14:44,12.311,13.365,14.537,15.401,6.99
10/27/2024 14:59,12.311,13.365,14.537,15.401,6.99
10/27/2024 15:14,12.374,13.302,14.537,15.401,6.99
10/27/2024 15:29,12.437,13.302,14.474,15.401,6.99
10/27/2024 15:44,12.562,13.302,14.474,15.401,6.99
10/27/2024 15:59,12.687,13.365,14.474,15.401,6.99
10/27/2024 16:14,12.75,13.365,14.474,15.401,6.99
10/27/2024 16:29,12.875,13.365,14.474,15.339,6.99
10/27/2024 16:44,13.063,13.427,14.474,15.339,6.99
10/27/2024 16:59,13.189,13.49,14.412,15.339,7
10/27/2024 17:14,13.314,13.553,14.474,15.339,7
10/27/2024 17:29,13.502,13.615,14.412,15.339,7
10/27/2024 17:44,13.627,13.678,14.412,15.339,7
10/27/2024 17:59,13.753,13.741,14.474,15.339,7
10/27/2024 18:14,13.94,13.803,14.474,15.339,7
10/27/2024 18:29,14.066,13.866,14.474,15.276,7
10/27/2024 18:44,14.191,13.928,14.474,15.276,7.01
10/27/2024 18:59,14.316,13.991,14.474,15.276,7
10/27/2024 19:14,14.379,14.116,14.537,15.276,7
10/27/2024 19:29,14.442,14.179,14.537,15.276,7
10/27/2024 19:44,14.567,14.242,14.537,15.276,7.01
10/27/2024 19:59,14.63,14.304,14.6,15.276,7.01
10/27/2024 20:14,14.755,14.367,14.6,15.276,7.01
10/27/2024 20:29,14.818,14.43,14.662,15.276,7.01
10/27/2024 20:44,14.88,14.492,14.662,15.276,7.01
10/27/2024 20:59,14.943,14.555,14.725,15.276,7.01
10/27/2024 21:14,14.943,14.555,14.725,15.276,7.02
10/27/2024 21:29,14.88,14.617,14.725,15.276,7.02
10/27/2024 21:44,14.943,14.68,14.788,15.276,7.02
10/27/2024 21:59,14.943,14.68,14.788,15.276,7.02
10/27/2024 22:14,15.006,14.743,14.851,15.276,7.02
10/27/2024 22:29,14.943,14.743,14.851,15.276,7.02
10/27/2024 22:44,14.88,14.805,14.913,15.276,7.02
10/27/2024 22:59,14.755,14.805,14.913,15.276,7.02
10/27/2024 23:14,14.63,14.805,14.913,15.276,7.03
10/27/2024 23:29,14.504,14.743,14.913,15.276,7.02
10/27/2024 23:44,14.379,14.743,14.976,15.339,7.03
10/27/2024 23:59,14.254,14.68,14.976,15.339,7.03
10/28/2024 0:14,14.128,14.68,14.976,15.339,7.03
10/28/2024 0:29,14.003,14.617,14.976,15.339,7.03
10/28/2024 0:44,13.94,14.555,14.976,15.339,7.03
10/28/2024 0:59,13.815,14.492,14.976,15.339,7.04
10/28/2024 1:14,13.815,14.492,14.976,15.339,7.04
10/28/2024 1:29,13.753,14.43,14.976,15.339,7.04
10/28/2024 1:44,13.753,14.367,14.976,15.339,7.03
10/28/2024 1:59,13.69,14.367,14.976,15.339,7.04
10/28/2024 2:14,13.627,14.304,14.976,15.339,7.04
10/28/2024 2:29,13.627,14.304,14.976,15.401,7.04
10/28/2024 2:44,13.565,14.242,14.976,15.401,7.05
10/28/2024 2:59,13.565,14.242,14.913,15.401,7.04
10/28/2024 3:14,13.502,14.242,14.913,15.401,7.05
10/28/2024 3:29,13.502,14.179,14.913,15.401,7.05
10/28/2024 3:44,13.439,14.179,14.913,15.401,7.05
10/28/2024 3:59,13.377,14.116,14.913,15.401,7.05
10/28/2024 4:14,13.377,14.116,14.913,15.401,7.05
10/28/2024 4:29,13.377,14.116,14.851,15.401,7.05
10/28/2024 4:44,13.314,14.054,14.851,15.401,7.05
10/28/2024 4:59,13.314,14.054,14.851,15.401,7.05
10/28/2024 5:14,13.314,14.054,14.851,15.401,7.05
10/28/2024 5:29,13.314,13.991,14.851,15.401,7.05
10/28/2024 5:44,13.251,13.991,14.851,15.401,7.05
10/28/2024 5:59,13.251,13.991,14.788,15.401,7.05
10/28/2024 6:14,13.251,13.991,14.788,15.401,7.05
10/28/2024 6:29,13.251,13.928,14.788,15.401,7.05
10/28/2024 6:44,13.189,13.928,14.788,15.339,7.06
10/28/2024 6:59,13.126,13.928,14.788,15.339,7.05
10/28/2024 7:14,13.126,13.866,14.725,15.339,7.06
10/28/2024 7:29,13.063,13.866,14.725,15.339,7.06
10/28/2024 7:44,13.063,13.866,14.725,15.339,7.06
10/28/2024 7:59,13.063,13.803,14.725,15.339,7.06
10/28/2024 8:14,13.063,13.803,14.725,15.339,7.06
10/28/2024 8:29,13.063,13.803,14.725,15.339,7.06
10/28/2024 8:44,13.063,13.803,14.662,15.339,7.06
10/28/2024 8:59,13.063,13.803,14.662,15.339,7.06
10/28/2024 9:14,13.063,13.741,14.662,15.339,7.06
10/28/2024 9:29,13.001,13.741,14.662,15.339,7.07
10/28/2024 9:44,13.001,13.741,14.662,15.339,7.07
10/28/2024 9:59,12.938,13.741,14.662,15.339,7.07
10/28/2024 10:14,12.938,13.678,14.6,15.339,7.07
10/28/2024 10:29,12.875,13.678,14.6,15.276,7.07
10/28/2024 10:44,12.875,13.678,14.6,15.276,7.07
10/28/2024 10:59,12.875,13.678,14.6,15.276,7.07
10/28/2024 11:14,12.875,13.678,14.6,15.276,7.07
10/28/2024 11:29,12.875,13.615,14.537,15.276,7.07
10/28/2024 11:44,12.875,13.615,14.537,15.276,7.07
10/28/2024 11:59,12.875,13.615,14.537,15.276,7.07
10/28/2024 12:14,12.875,13.615,14.537,15.276,7.07
10/28/2024 12:29,12.875,13.615,14.537,15.276,7.07
10/28/2024 12:44,12.813,13.553,14.537,15.276,7.08
10/28/2024 12:59,12.813,13.553,14.537,15.276,7.07
10/28/2024 13:14,12.813,13.553,14.474,15.213,7.08
10/28/2024 13:29,12.75,13.553,14.474,15.213,7.07
10/28/2024 13:44,12.75,13.553,14.474,15.213,7.08
10/28/2024 13:59,12.75,13.49,14.474,15.213,7.08
10/28/2024 14:14,12.75,13.49,14.474,15.213,7.08
10/28/2024 14:29,12.75,13.49,14.474,15.213,7.08
10/28/2024 14:44,12.687,13.49,14.412,15.213,7.08
10/28/2024 14:59,12.687,13.49,14.412,15.213,7.08
10/28/2024 15:14,12.687,13.427,14.412,15.213,7.08
10/28/2024 15:29,12.687,13.427,14.412,15.213,7.08
10/28/2024 15:44,12.687,13.427,14.412,15.213,7.09
10/28/2024 15:59,12.75,13.427,14.412,15.151,7.09
10/28/2024 16:14,12.75,13.427,14.349,15.151,7.08
10/28/2024 16:29,12.813,13.427,14.349,15.151,7.09
10/28/2024 16:44,12.813,13.427,14.349,15.151,7.09
10/28/2024 16:59,12.875,13.427,14.349,15.151,7.09
10/28/2024 17:14,12.875,13.427,14.349,15.151,7.09
10/28/2024 17:29,12.875,13.427,14.349,15.151,7.09
10/28/2024 17:44,12.875,13.427,14.349,15.151,7.09
10/28/2024 17:59,12.875,13.427,14.349,15.151,7.09
10/28/2024 18:14,12.938,13.49,14.349,15.151,7.09
10/28/2024 18:29,12.938,13.49,14.349,15.151,7.09
10/28/2024 18:44,13.001,13.49,14.349,15.151,7.09
10/28/2024 18:59,13.001,13.49,14.349,15.151,7.09
10/28/2024 19:14,13.126,13.49,14.349,15.088,7.09
10/28/2024 19:29,13.314,13.553,14.349,15.088,7.1
10/28/2024 19:44,13.502,13.615,14.349,15.088,7.1
10/28/2024 19:59,13.69,13.678,14.349,15.088,7.11
10/28/2024 20:14,13.878,13.741,14.349,15.088,7.11
10/28/2024 20:29,14.003,13.803,14.349,15.088,7.1
10/28/2024 20:44,14.128,13.866,14.349,15.088,7.12
10/28/2024 20:59,14.254,13.928,14.412,15.088,7.12
10/28/2024 21:14,14.379,13.991,14.412,15.088,7.11
10/28/2024 21:29,14.442,14.116,14.412,15.088,7.11
10/28/2024 21:44,14.504,14.179,14.474,15.088,7.11
10/28/2024 21:59,14.442,14.179,14.474,15.088,7.12
10/28/2024 22:14,14.379,14.242,14.474,15.088,7.11
10/28/2024 22:29,14.254,14.304,14.537,15.088,7.12
10/28/2024 22:44,14.191,14.304,14.537,15.088,7.11
10/28/2024 22:59,14.066,14.304,14.537,15.088,7.12
10/28/2024 23:14,13.94,14.242,14.6,15.088,7.12
10/28/2024 23:29,13.815,14.242,14.6,15.088,7.11
10/28/2024 23:44,13.753,14.179,14.6,15.088,7.11
10/28/2024 23:59,13.69,14.179,14.6,15.088,7.11
10/29/2024 0:14,13.627,14.116,14.6,15.088,7.11
10/29/2024 0:29,13.565,14.116,14.6,15.088,7.1
10/29/2024 0:44,13.502,14.054,14.6,15.088,7.1
10/29/2024 0:59,13.502,14.054,14.6,15.088,7.1
10/29/2024 1:14,13.439,14.054,14.6,15.088,7.1
10/29/2024 1:29,13.377,13.991,14.6,15.088,7.09
10/29/2024 1:44,13.377,13.991,14.6,15.088,7.1
10/29/2024 1:59,13.314,13.928,14.6,15.088,7.1
10/29/2024 2:14,13.251,13.928,14.6,15.088,7.08
10/29/2024 2:29,13.189,13.866,14.6,15.088,7.09
10/29/2024 2:44,13.126,13.866,14.6,15.088,7.09
10/29/2024 2:59,13.126,13.803,14.6,15.088,7.09
10/29/2024 3:14,13.063,13.803,14.6,15.088,7.09
10/29/2024 3:29,13.001,13.741,14.537,15.088,7.08
10/29/2024 3:44,13.001,13.741,14.537,15.088,7.09
10/29/2024 3:59,13.001,13.741,14.537,15.088,7.08
10/29/2024 4:14,12.938,13.678,14.537,15.088,7.09
10/29/2024 4:29,12.938,13.678,14.537,15.088,7.08
10/29/2024 4:44,12.938,13.678,14.474,15.088,7.09
10/29/2024 4:59,12.938,13.615,14.474,15.088,7.08
10/29/2024 5:14,12.875,13.615,14.474,15.088,7.08
10/29/2024 5:29,12.875,13.615,14.474,15.088,7.07
10/29/2024 5:44,12.813,13.553,14.474,15.088,7.07
10/29/2024 5:59,12.813,13.553,14.474,15.088,7.08
10/29/2024 6:14,12.75,13.553,14.412,15.088,7.08
10/29/2024 6:29,12.75,13.553,14.412,15.088,7.07
10/29/2024 6:44,12.75,13.49,14.412,15.088,7.08
10/29/2024 6:59,12.75,13.49,14.412,15.088,7.07
10/29/2024 7:14,12.75,13.49,14.412,15.088,7.08
10/29/2024 7:29,12.75,13.49,14.412,15.088,7.08
10/29/2024 7:44,12.75,13.427,14.349,15.088,7.08
10/29/2024 7:59,12.75,13.427,14.349,15.088,7.09
10/29/2024 8:14,12.687,13.427,14.349,15.088,7.08
10/29/2024 8:29,12.687,13.427,14.349,15.088,7.07
10/29/2024 8:44,12.687,13.427,14.349,15.088,7.08
10/29/2024 8:59,12.625,13.427,14.349,15.088,7.07
10/29/2024 9:14,12.625,13.365,14.349,15.088,7.07
10/29/2024 9:29,12.562,13.365,14.349,15.088,7.07
10/29/2024 9:44,12.562,13.365,14.286,15.088,7.08
10/29/2024 9:59,12.499,13.302,14.286,15.026,7.08
10/29/2024 10:14,12.499,13.302,14.286,15.026,7.07
10/29/2024 10:29,12.499,13.302,14.286,15.026,7.07
10/29/2024 10:44,12.499,13.302,14.286,15.026,7.07
10/29/2024 10:59,12.499,13.302,14.286,15.026,7.06
